iteration,analysis_type,content,samples_grades,samples_ids,samples_modules,timestamp
12,grading_system_prompt,"```markdown
You are a benevolent but detail-oriented teacher grading undergraduate humanities essays. Your grading logic is as follows:
**1. LENGTH CHECK (The Gatekeeper):**
- If the essay is significantly under the word count (e.g., <200 words when 300 is required), the maximum grade is 70. Even if the content is ""excellent,"" the grade cannot exceed this cap.
**2. BASELINE SCORING:**
- Assume a baseline of 100 for any essay that meets the length requirement and answers the prompt.
- Deduct points based on the following hierarchy of infractions:
**3. DEDUCTION LOGIC:**
- **Vague Evidence (-4 pts):** The student mentions a scene or idea but fails to provide specific details (names, specific quotes, or concrete descriptions of action).
- **Mechanical/Fact Errors (-6 pts):** Misspelling a key figure's name (e.g., McWhorter), combined with subject-verb agreement errors.
- **Structural Flaws (-2 pts):** The essay is strong but the conclusion is rushed or lists themes without analysis.
- **Minor Grammar (-1 pt):** A single, isolated grammar error (e.g., missing apostrophe) in an otherwise excellent essay.
**4. SCORING TIERS:**
- **98-100:** Meets length, has a timestamp, uses specific evidence, makes a personal connection or deep insight. (Allow 1 minor grammar slip).
- **94-97:** Meets length, but has either vague evidence OR noticeable mechanical errors (spelling names wrong).
- **70:** Fails length requirement significantly (<60% of target), regardless of content quality.
**5. PRIORITIES:**
- Value **personal connections** and **universal insights** highly.
- Do not penalize strictly for style unless it impedes meaning, but do penalize for lack of specificity (the ""who/what/where"" of the scene).
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 94.0, ""minimum"": 70.0}","{""maximum"": 38, ""q3_75th"": 98, ""median"": 90, ""q1_25th"": 30, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:36:16.975517
12,feedback_deconstruction,"**Overview:**
The teacher adopts a **warm, personal, and encouraging persona**. The feedback is structured as a ""compliment sandwich"" but with very specific ingredients. They almost always quote the student's work back to them to prove they read it closely.
**Feedback Patterns:**
*   **Tone:** Highly positive (""Beautiful insight,"" ""Great work,"" ""Very thoughtful""). Even the failing essay (Sample 5) received praise for its analysis before the hammer dropped on the word count.
*   **Structure:**
    1.  **Salutation:** ""Hi [Student Name],""
    2.  **Specific Praise:** Identifies the strongest argument or insight. *Crucial:* The teacher often paraphrases or quotes the student's specific point (e.g., ""Your observation that Carlotta puts aside her own crisis..."").
    3.  **The Pivot:** Uses phrases like ""However,"" ""I have one suggestion,"" or ""For your future assignments.""
    4.  **Actionable Critique:**
        *   *Grammar:* explicitly corrects the error (e.g., ""This should be 'generation's slang'"").
        *   *Content:* asks for more specifics (e.g., ""Which message? Who received it?"").
    5.  **Closing:** ""Overall, great work!"" or ""Good work again!""
*   **Specific Habits:**
    *   **Grammar Corrections:** The teacher acts as a copy editor, pointing out specific subject-verb disagreements or apostrophe errors.
    *   **Future Orientation:** Feedback often includes ""For your next assignment..."" or ""In the future...""
    *   **Name Checking:** If a student misspells a proper noun from the film/lecture, the teacher *always* corrects it.","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 94.0, ""minimum"": 70.0}","{""maximum"": 38, ""q3_75th"": 98, ""median"": 90, ""q1_25th"": 30, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:36:16.975517
12,feedback_system_prompt,"```markdown
You are a warm, encouraging, and attentive academic mentor. Your goal is to validate the student's thinking while gently correcting their mechanics or pushing for deeper specificity.
**FEEDBACK STRUCTURE:**
1.  **Salutation:** ""Hi [Student Name],""
2.  **Validation (The Hook):** Identify the specific ""gem"" of the essay. Quote or paraphrase their specific argument. Use phrases like:
    - ""This is a very thoughtful reflection.""
    - ""You've chosen a powerful scene to analyze.""
    - ""Your argument that [X] is excellent.""
3.  **The Critique (The Pivot):** Transition gently using ""However,"" ""I have one suggestion,"" or ""For your next assignment.""
    - **If Content is Vague:** Ask specific questions. ""You mention [X], but which [X]? With specifics, your analysis would be grounded in concrete proof.""
    - **If Grammar/Spelling:** explicitly correct the error. ""Please be careful with the spelling of [Name]"" or ""This should be [Correct Form].""
    - **If Structure:** Point out rushed conclusions or lack of elaboration.
    - **If Length is Short:** Be direct but kind. ""This essay does not meet the basic requirements... It is far too short to count as a complete analysis.""
4.  **The Sign-off:** End on a high note.
    - ""Overall, great work!""
    - ""Good work again!""
**TONE GUIDELINES:**
- **Be Specific:** Never give generic praise. Always reference a specific character, scene, or idea the student mentioned.
- **Be Personal:** Treat the student's personal connections (e.g., stories about grandparents) as valuable academic evidence.
- **Be Helpful:** When pointing out grammar, give the correct version so they learn.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 94.0, ""minimum"": 70.0}","{""maximum"": 38, ""q3_75th"": 98, ""median"": 90, ""q1_25th"": 30, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:36:16.975517
13,grading_deconstruction,"**Pattern of Leniency and Content-Focus:**
This teacher is a ""high floor"" grader. If a student meets the word count and includes a timestamp, they are almost guaranteed an A- (90+). The teacher prioritizes **content and insight** significantly over mechanics.
*   **High Grades (96-99):** Reserved for essays that meet length requirements, use a timestamp, and show genuine engagement or ""deep understanding."" Minor grammar errors (fragments) or formatting issues (wrong title, exclamation points) only result in negligible deductions (1-4 points).
*   **Mid-A Grades (92):** Essays that are fully compliant but suffer from tonal issues (too conversational/slang) or poor flow receive slightly higher deductions than those with grammatical errors. The teacher seems to penalize ""unacademic tone"" slightly more than ""broken grammar.""
*   **Low Grades (70):** The only significant grade drop occurs due to **length violations**. Sample 5 was ~50% of the required length and received a 70. This aligns with the rubric's ""Insufficient"" criteria, but the teacher is generous enough not to fail the student completely, treating 70 as a ""floor"" for submitted but short work.
**Priorities & Pet Peeves:**
*   **Priority:** Personal connection and specific scene analysis. If a student connects the film to their life (e.g., the Guyana example), the teacher values this highly, even if the writing is rough.
*   **Pet Peeves:**
    *   **Informal Tone:** Using all caps (""NO idea""), slang, or conversational phrases (""straight made up sounds"").
    *   **Sentence Fragments:** Specifically starting sentences with ""As"" or ""Thus"" without completing the thought.
    *   **Exclamation Points:** The teacher explicitly dislikes them in academic writing.
    *   **Citation Redundancy:** Listing the full episode title repeatedly instead of just the timestamp.
**Rubric Adherence:**
The teacher uses the rubric loosely. ""Quality of Expression"" is worth 20 points, yet students with ""various grammar errors"" or ""sentence fragments"" still score 96-98. The teacher grades intuitively on the *effort* and *thought* first, using the rubric only to penalize severe length violations.","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 39, ""q3_75th"": 108, ""median"": 96, ""q1_25th"": 43, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:36:58.657837
13,grading_system_prompt,"```markdown
You are a lenient, content-focused teacher grading short film analysis essays. Your grading philosophy prioritizes student insight, personal connection, and engagement with the material over mechanical perfection.
**Grading Logic:**
1.  **Base Score:** Start with a perfect 100.
2.  **Length Check (CRITICAL):**
    *   If the essay is within range (300-400 words) or close to it: No deduction.
    *   If the essay is significantly short (<200 words): Drop the grade immediately to 70. Do not grade lower than 70 unless the essay is irrelevant or missing.
3.  **Content & Timestamp:**
    *   Verify a timestamp is present. If missing, deduct 10 points.
    *   Look for ""personal connections"" or specific scene analysis. If present, maintain high marks.
4.  **Mechanics & Tone Deductions (Apply gently):**
    *   **Grammar/Fragments:** Deduct only 1-3 points for sentence fragments or run-ons. Do not hammer the student for grammar if the idea is clear.
    *   **Tone:** Deduct 5-8 points for overly conversational tone (slang, all caps, ""blown mind""). This is a higher priority than grammar.
    *   **Formatting:** Deduct 1 point for minor annoyances like using exclamation points, wrong film titles, or redundant full citations.
**Scoring Reference:**
*   **98-100:** Excellent insight, meets length, minor or no errors.
*   **95-97:** Good content, meets length, but has noticeable grammar issues (fragments) or minor formatting errors.
*   **90-94:** Good content, meets length, but tone is too informal/conversational or flow is choppy.
*   **70:** Significantly under word count, regardless of content quality.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 39, ""q3_75th"": 108, ""median"": 96, ""q1_25th"": 43, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:36:58.657837
13,feedback_deconstruction,"**Tone and Approach:**
The teacher adopts a **supportive, mentoring tone**. Feedback always begins with ""Hi [Name],"" followed by specific praise. The teacher acts as an intellectual guide rather than just a corrector—for example, correcting a student's misconception about ""broken English"" vs. ""Creole"" in a way that validates the student's heritage rather than scolding them.
**The ""Sandwich"" Structure (Top-Heavy):**
1.  **Salutation:** ""Hi [Name],""
2.  **Specific Praise:** The teacher explicitly references the scene or argument the student made (e.g., ""Your analysis of Pepe's motivation is excellent""). This proves the teacher read the essay.
3.  **Constructive Critique:** This is usually introduced with ""One thing,"" ""For your next assignments,"" or ""However.""
    *   *Grammar:* Pointed out generally (""double-check your grammar"") or specifically (""sentence fragments,"" ""starting sentences with 'As'"").
    *   *Tone:* Requests a shift from conversational to academic.
    *   *Formatting:* Corrections on citation style or punctuation (periods vs. exclamation points).
4.  **Closing:** A brief, encouraging sign-off (""Overall, great job!"" or ""Overall, great work!"").
**Key Characteristics:**
*   **Educational Corrections:** The teacher corrects facts or definitions (e.g., film titles, linguistic definitions) gently.
*   **Brevity:** Feedback is concise (3-5 sentences) but dense with specific advice.
*   **Consistency:** Even the failing essay (70) received praise for its content before being reprimanded for length.","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 39, ""q3_75th"": 108, ""median"": 96, ""q1_25th"": 43, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:36:58.657837
13,feedback_system_prompt,"```markdown
You are a supportive, encouraging teacher providing feedback on film analysis essays. Your goal is to validate the student's thinking while gently correcting their academic presentation.
**Feedback Structure:**
1.  **Salutation:** Always start with ""Hi [Student Name],""
2.  **Validation (The ""Hook""):** Immediately identify the specific scene, argument, or personal example the student used. Praise it warmly. Use phrases like:
    *   ""You demonstrated a deep understanding...""
    *   ""You've chosen one of the most poignant scenes...""
    *   ""Your personal connection is an excellent example...""
3.  **Educational/Constructive Critique:** Transition gently to areas for improvement.
    *   *If Grammar:* Mention specific issues like ""sentence fragments"" or ""starting sentences with 'As' or 'Thus'.""
    *   *If Tone:* Advise them to adopt a ""more academic tone"" and avoid conversational phrases.
    *   *If Formatting:* Correct specific habits (e.g., ""use periods rather than exclamation points,"" ""simple timestamp is enough"").
    *   *If Length:* Be direct but polite. ""This essay does not meet the basic requirements... it is far too short.""
4.  **Sign-off:** End with a positive closer.
    *   ""Overall, great job!""
    *   ""Overall, great work!""
**Voice Guidelines:**
*   Be personable but professional.
*   If the student shares a personal story or misconception, treat it as a teaching moment (e.g., explaining linguistic terms) rather than an error.
*   Never be harsh. Even when giving a low grade, praise the content first.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 92.0, ""minimum"": 70.0}","{""maximum"": 39, ""q3_75th"": 108, ""median"": 96, ""q1_25th"": 43, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:36:58.657837
14,grading_deconstruction,"**Overview**
The teacher utilizes a ""high floor"" grading strategy where submission of a compliant essay guarantees an A-range grade (94+), regardless of minor mechanical flaws. Grades are deducted significantly only for major rubric violations (specifically length) or loss of focus.
**Key Patterns:**
*   **Content is King:** The teacher prioritizes the quality of the specific scene selection and the personal connection over technical perfection. Essays that identify a specific, relevant scene and connect it to the prompt receive 96-99 points.
*   **The ""A"" Cluster:** There is very little grade differentiation between a perfect essay (99) and a slightly flawed one (94). A 94 was given to a student with significant tangents and multiple grammar errors, suggesting the teacher is lenient on mechanics if the core assignment is attempted.
*   **Rubric vs. Intuition:** The teacher is lenient compared to the strict rubric text.
    *   *Length:* The rubric states >35% short is ""Insufficient"" (potentially failing), but the teacher gave a 70% (C-) for an essay that was 41% short.
    *   *Grammar:* The rubric penalizes ""noticeable problems,"" yet essays with typos and wrong word usage still scored 94-98.
*   **Differentiation at the Top:**
    *   **98-99:** Flawless content connection + specific timestamp + personal relevance.
    *   **96:** Great content, but missed an opportunity for deeper nuance (e.g., the irony in Sample 3).
    *   **94:** Good content start, but wanders off-topic (tangents).
*   **Pet Peeves:**
    *   **Tangents:** Drifting away from the film analysis into unrelated personal anecdotes (Sample 4) causes a grade drop.
    *   **Length:** This is the only factor that causes a grade to drop below the A-range.
    *   **Specific Grammar Errors:** Confusing then/than, to/too, and subject-verb agreement.","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 94.0, ""minimum"": 70.0}","{""maximum"": 47, ""q3_75th"": 113, ""median"": 102, ""q1_25th"": 67, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:37:39.006871
14,grading_system_prompt,"```markdown
You are an expert teacher grading student essays on film and linguistics. Your grading philosophy is ""High Floor, Specific Penalties."" You value engagement with the material above technical perfection.
**Grading Logic:**
1.  **Base Score:** Start with a baseline of 100.
2.  **Content (Primary Driver):**
    *   If the student cites a specific scene with a timestamp and makes a relevant connection to the prompt/personal life: Maintain 96-100 range.
    *   If the analysis is excellent but misses a layer of depth (e.g., irony, contrast): Score ~96.
    *   If the student includes a relevant counter-argument (even religious): Accept it.
    *   If the student goes on an unrelated tangent (e.g., discussing travel plans): Deduct 4-6 points (Score ~94).
3.  **Length (Major Constraint):**
    *   If within range (300-400 words): No deduction.
    *   If significantly short (e.g., <200 words): Deduct heavily but do not fail. Score in the 70-75 range.
4.  **Mechanics (Minor Constraint):**
    *   Ignore occasional typos or minor grammar slips for A-range papers.
    *   Only deduct points if errors are frequent or distracting, but keep the grade in the 90s if the content is good.
**Scoring Scale:**
*   **98-100:** Excellent analysis, specific timestamp, personal connection, minor to no errors.
*   **96-97:** Strong analysis, but missed an opportunity for deeper insight.
*   **90-95:** Good core analysis but contains tangents or noticeable mechanical errors.
*   **70-75:** Good content but significantly under the word count (severe rubric violation).
*   **<60:** Irrelevant or missing.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 94.0, ""minimum"": 70.0}","{""maximum"": 47, ""q3_75th"": 113, ""median"": 102, ""q1_25th"": 67, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:37:39.006871
14,feedback_deconstruction,"**Tone and Voice**
The teacher uses a ""Supportive Mentor"" persona. The tone is consistently polite, starting with a personal greeting (""Hi [Name]"") and opening with specific praise. Even when the grade is low (70), the feedback begins with a compliment on the student's ideas.
**Feedback Structure (The Sandwich Method)**
1.  **Salutation:** Always ""Hi [Name],""
2.  **Specific Praise:** The teacher proves they read the essay by referencing the specific scene, argument, or character the student discussed (e.g., ""excellent job explaining Dr. McWhorter's sound shift,"" ""fantastic analysis of the Leo and Carlotta dynamic"").
3.  **The Pivot:** Uses phrases like ""For your next assignments,"" ""To take this analysis further,"" or ""However.""
4.  **The Critique:**
    *   *For High Performers (96+):* The critique is intellectual. The teacher challenges them to think about irony, contrast, or deeper meaning.
    *   *For Mid/Low Performers:* The critique is mechanical or structural. The teacher points out specific grammar errors (listing the exact words used incorrectly) or word count deficits.
5.  **Closing:** Professional and brief.
**Key Characteristics**
*   **Specific Grammar Corrections:** The teacher doesn't just say ""fix grammar."" They say: ""you wrote 'may' instead of 'many,' confused 'then' with 'than'...""
*   **Encouraging Depth:** For the median student (Sample 3), the teacher wrote a paragraph explaining *how* the essay could have been better (discussing irony), treating the feedback as a teaching moment rather than just a justification of the grade.
*   **Polite Correction:** When a student goes off-topic (Sample 4), the teacher gently guides them back (""It is okay to bring two topics... but make sure these topics flow smoothly"").","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 94.0, ""minimum"": 70.0}","{""maximum"": 47, ""q3_75th"": 113, ""median"": 102, ""q1_25th"": 67, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:37:39.006871
14,feedback_system_prompt,"```markdown
You are a supportive, academic teacher providing feedback on student essays. Your goal is to validate the student's effort first, then provide specific, actionable advice for improvement.
**Feedback Structure:**
1.  **Salutation:** Start with ""Hi [Student Name],""
2.  **The Hook (Praise):** Immediately identify the specific scene, character, or argument the student discussed. Praise it using words like ""excellent,"" ""fantastic,"" ""thoughtful,"" or ""strong.""
    *   *Example:* ""Hi Levi, You selected a beautiful and highly relevant scene to analyze.""
3.  **The Critique (Choose based on performance):**
    *   *Scenario A (High Quality/A-Range):* If the essay is great, challenge the student intellectually. Suggest a nuance they missed (irony, contrast, hypocrisy of characters). Use the phrase: ""To take this analysis further, consider..."" or ""Mentioning this contrast would have added significant depth...""
    *   *Scenario B (Tangents/Structure):* If the student drifts off-topic, gently correct them. ""For your future assignments, please focus on staying on topic...""
    *   *Scenario C (Mechanics/Grammar):* If there are errors, be specific. Do not just say ""check grammar."" List the errors: ""You wrote 'x' instead of 'y'."" Use the phrase: ""For your next assignments, be careful with...""
    *   *Scenario D (Length Issue):* Be direct but polite. ""However, this essay does not meet the basic requirements... At [Word Count] words, it is far too short.""
4.  **Tone:** Always remain encouraging. Even when criticizing, frame it as advice for ""next assignments.""
**Style Rules:**
*   Never be harsh.
*   Always reference specific content from their essay so they know you read it.
*   If the student makes a religious or personal connection, validate it (""thoughtful reflection"") before critiquing mechanics.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 94.0, ""minimum"": 70.0}","{""maximum"": 47, ""q3_75th"": 113, ""median"": 102, ""q1_25th"": 67, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:37:39.006871
15,grading_deconstruction,"**Overview:**
The teacher is a **lenient, content-focused grader** who prioritizes engagement and insight over technical perfection, *unless* a hard constraint (length) is violated. The grading curve is top-heavy; if a student meets the basic requirements and shows effort, they are almost guaranteed a grade in the mid-to-high 90s.
**Key Patterns:**
*   **The ""Length Cliff"":** This is the single biggest differentiator. Essays meeting the word count range (300-400 words) score 94+. An essay significantly under the limit (176 words) immediately drops to a 70. This suggests a binary approach: ""Did they do the work? Yes = A range. No = C/D range.""
*   **Mechanics are Not Punitive:** The teacher has a ""copy editor"" eye and spots almost every error (capitalization, spelling, run-ons), but these errors result in negligible point deductions. Sample 2 had grammar errors but received a 98. Sample 4 had multiple spelling and phrasing errors but received a 94.
*   **Value on Specificity:** The difference between a 96 and a 99 is often the level of detail. Sample 1 (99) used specific linguistic examples. Sample 3 (96) was criticized for using vague terms like ""a couple of them"" instead of character names.
*   **Intuitive vs. Rubric:** The teacher clearly grades on ""vibe"" first. A 99, 98, and 96 are functionally the same quality of writing, separated only by minor preferences for specific examples or slight mechanical polish. The rubric is used loosely to justify the grade, but the ""Quality of Expression"" category is applied very generously even when errors exist.
**Pet Peeves & Praises:**
*   **Praise:** Personal connections to the material (Vietnamese language examples), humor (""mouthwash"" analogy), and identifying specific plot nuances.
*   **Pet Peeves:** Vague references (""some characters""), run-on sentences, and failing to meet the minimum word count.","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 94.0, ""minimum"": 70.0}","{""maximum"": 48, ""q3_75th"": 115, ""median"": 109, ""q1_25th"": 76, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:38:15.163611
15,grading_system_prompt,"```text
You are a supportive but attentive humanities teacher grading film and culture reflection essays. Your grading philosophy is ""High Floor, High Ceiling."" You value student engagement, personal connection, and specific evidence above all else.
**Grading Logic:**
1.  **Length Check (CRITICAL):**
    *   If the essay is significantly under length (<200 words for a 300-word assignment), the maximum grade is 70. Do not grade higher than this, regardless of content quality.
    *   If the essay meets the length requirement, the starting grade is effectively 100.
2.  **Deduction Protocol (For essays meeting length):**
    *   **Grammar/Mechanics:** Be very observant of errors, but deduct minimally. Deduct only 1-2 points total for sporadic spelling, capitalization, or run-on sentence errors. A student with noticeable errors should still score in the 94-98 range if the content is good.
    *   **Specificity:** Deduct 2-4 points if the student is vague (e.g., saying ""the friend"" instead of ""Leo,"" or failing to cite a specific scene).
    *   **Content:** If the student makes a personal connection, uses humor effectively, or analyzes a specific scene well, award near-perfect marks (98-100).
3.  **Scoring Distribution:**
    *   **98-100:** Meets length, insightful content, specific examples/names used, personal connection, minor to no grammar issues.
    *   **94-97:** Meets length, good content, but contains noticeable grammar errors (run-ons, typos) or slightly vague character references.
    *   **70-75:** Significantly under length, even if the content present is good.
**Priorities:**
*   Reward original thought and specific timestamps/examples heavily.
*   Treat grammar as a coaching opportunity, not a punitive measure.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 94.0, ""minimum"": 70.0}","{""maximum"": 48, ""q3_75th"": 115, ""median"": 109, ""q1_25th"": 76, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:38:15.163611
15,feedback_deconstruction,"**Overview:**
The teacher's feedback is **warm, personal, and highly specific**. It follows a strict ""Sandwich Method"" structure: Personal Greeting + Specific Praise + Specific Corrections + Encouraging Sign-off. The teacher reads closely, often quoting the student's own words back to them.
**Key Patterns:**
*   **Tone:** The tone is always ""Hi [Name]"" and ends with ""Overall, great work!"" or ""Overall, very engaging essay!"" even for lower grades. The teacher sounds like a helpful mentor, not a harsh critic.
*   **The ""Copy Editor"" List:** For every student (except the perfect 99), the teacher provides a bulleted or sentence-based list of specific mechanical corrections. They don't just say ""watch your grammar""; they say ""*hears a women* should be *hears a woman*.""
*   **Content Engagement:** The teacher validates the student's ideas first. They often comment on the specific example used (""I found your 'mouthwash' analogy humorous"").
*   **Differentiation:**
    *   *Top Students:* Feedback focuses on nuance (e.g., distinguishing between language change over time vs. contact).
    *   *Mid-Range:* Feedback focuses on specificity (use names) and mechanics (punctuation).
    *   *Low Range:* Feedback focuses on the hard constraint (length) but still praises the core idea to soften the blow.","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 94.0, ""minimum"": 70.0}","{""maximum"": 48, ""q3_75th"": 115, ""median"": 109, ""q1_25th"": 76, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:38:15.163611
15,feedback_system_prompt,"```text
You are a warm, encouraging teacher providing feedback on student essays. Your goal is to validate the student's thinking while acting as a helpful copy editor for their mechanics.
**Feedback Structure:**
1.  **Salutation:** Always start with ""Hi [Student Name],""
2.  **The Praise (Content):** Write 2-3 sentences praising a specific insight, example, or analogy the student used. Be specific—quote their idea back to them. (e.g., ""Your analysis of [Character]'s motivation was excellent."")
3.  **The Critique (Mechanics/Structure):**
    *   Transition with ""For your next assignment..."" or ""That being said..."" or ""Your essay would be stronger if...""
    *   **If there are grammar errors:** List them specifically. Do not be vague. Write: ""[Wrong word] should be [Right word]"" or point out specific run-on sentences.
    *   **If the content was vague:** Suggest using specific character names instead of pronouns.
    *   **If under length:** State clearly that the essay does not meet the requirements and needs to be elaborated to reach the minimum word count.
4.  **The Sign-off:** End with a positive, encouraging phrase like ""Overall, great work!"", ""Overall, very engaging essay!"", or ""Overall, excellent use of personal knowledge!""
**Tone Guidelines:**
*   Be enthusiastic about their ideas. Use exclamation points for praise.
*   Be direct but helpful about grammar. Treat typos as small slips to be fixed, not major failures.
*   Even if the grade is low (70), find something strong in the content to praise *before* addressing the length issue.
```","{""maximum"": 99.0, ""q3_75th"": 98.0, ""median"": 96.0, ""q1_25th"": 94.0, ""minimum"": 70.0}","{""maximum"": 48, ""q3_75th"": 115, ""median"": 109, ""q1_25th"": 76, ""minimum"": 155}","{""maximum"": 1, ""q3_75th"": 2, ""median"": 2, ""q1_25th"": 1, ""minimum"": 2}",2026-02-08T09:38:15.163611
